Game_ID;Name;Genre;Publisher;Platform;Release_date;Cover_url;Description
436;Shogun: Total War;Real Time Strategy (RTS);The Creative Assembly;PC;2000-06-13;https://images.igdb.com/igdb/image/upload/t_cover_big/co3vrk.jpg;Set against the backdrop of the Sengoku Jidai (Warring States) period from the 15th to the beginning of the 17th century, Shogun: Total War is a real-time tactics and turn-based strategy game with a strong focus on historical authenticity.Players assume control of a daimyo (leader) of a contemporary Japanese clan and attempt to conquer the nation and claim the title of supreme Shogun, the undisputed military ruler of Japan. The gameplay consist of two parts – a turn-based Risk-style mode on a 2D campaign map of Japan where the player must recruit, manage and move their armies, conduct diplomacy, trade, espionage, sabotage and assassinations.This 2D map however ultimately serves to provide context for the 3D real-time battles that make up the main part of the game and occur whenever your army crosses into enemy territory or two opposing forces meet on the campaign map.
437;Medieval: Total War;Real Time Strategy (RTS);The Creative Assembly;PC;2002-08-19;https://images.igdb.com/igdb/image/upload/t_cover_big/co2il9.jpg;Experience the middle Ages in all their blood-soaked magnificence. From the lush grasslands of Western Europe to the arid deserts of Northern Africa, from the first Crusade to the fall of Constantinople, implement diplomacy, utilize trade, espionage and assassinations, spread your religion and wage total war in order to expand your influence and secure your reign as you build a dynastic empire to stretch across four centuries.Total War is the follow on from 2000’s Shogun- Total War. As with Shogun the game is split into two sections – the turn-based campaign map wherein the player is required to make strategic decisions, recruit and move armies, besiege settlements, fight naval battles and employ agents such as emissaries, spies and assassins to aid with diplomacy, offer alliances or bribes, or execute rather more clandestine actions.Religion is important in the game and whether a faction is Muslim, Orthodox or Christian will affect allegiances and public loyalty – as a catholic nation the player must carry out the wishes of the Papal States, embarking on a holy war if need be or else run the risk of excommunication. If public order and loyalty should fall too low in a particular region a rebellion or a civil war may occur – in these situations the player may decide to side with the rebels or the current rulers to quell the rebellion or overthrow a tyrannous regime-
438;Rome: Total War;Real Time Strategy (RTS);The Creative Assembly;PC;2004-09-22;https://images.igdb.com/igdb/image/upload/t_cover_big/co1zt9.jpg;Set during the rule of the late Roman Republic and the early Roman Empire, Rome: Total War is a real-time tactics and turn-based strategy game that takes place across Europe, North Africa and the Near East. The player assumes control of one of three Roman families with eight other factions playable outside the main campaign. The main goal of the campaign is to become emperor of Rome by conquering fifty provinces with the support of the people before capturing Rome itself although a short campaign is also available wherein success depends on besting other factions in a race to seize control of 15 provinces.
439;Spartan: Total Warrior;Hack and slash/Beat 'em up;The Creative Assembly;PlayStation 2;2005-10-7;https://images.igdb.com/igdb/image/upload/t_cover_big/co1pej.jpg;"An action game spin-off in the Total Warrior series. Play as a mighty Spartan trooper, and battle through hordes of enemies in large environments, while working with allies. Use ultra-violent special attacks to mow down entire groups of foes at once, with ridiculously bloody effect.  The game has a fast-paced, arcade-like, mission-based gameplay. In each mission, you must succeed in minor goals like killing the generals of the opposition, escorting sappers to blow up enemy siege weaponry and preventing the enemy from making to behind your borders. The storyline progresses through cutscenes, shown in-between each mission.  Depending on how you succeed in your mission, you get ""tokens"", which you can use to upgrade the health, damage or power of your character. The player is capable of doing special moves, which can be learned throughout the game. Some of the special moves gain their powers through the spartan gods, that aid the player in his battle. During the game, you can find different weapons like swords, bows and spears, and of course, shields."
440;Medieval II: Total War;Real Time Strategy (RTS);The Creative Assembly;PC;2006-11-10;https://images.igdb.com/igdb/image/upload/t_cover_big/co2qo0.jpg;Take command of your armies and expand your reign. Conquer, destroy, rebuild and improve the cities of the greatest medieval nations of the Western and Middle Eastern world. Employ diplomacy to manipulate your allies and enemies and direct epic and visceral real time battles with up to 10,000 meticulously detailed troops shedding blood on lush 3D landscapes complete with dynamic weather effects in order to re-write history and rule the world.  Spanning four and a half centuries of Western history’s most bloody and turbulent era, Medieval 2 encompasses the golden age of chivalry, the Crusades, the creation and propagation of gunpowder, the rise of the professional army and the discovery and conquest of the Americas. The indirect sequel to 2002’s Medieval: Total War, Medieval 2 is set between years 1080 and 1530 and focuses on medieval warfare, religion and politics in Europe, North Africa and the Middle East.
441;Empire: Total War;Real Time Strategy (RTS);The Creative Assembly;PC;2009-03-3;https://images.igdb.com/igdb/image/upload/t_cover_big/co214k.jpg;"Empire: Total War introduces a host of revolutionary new features, including true 3D naval combat. For the first time in the Total War series, you will be able to intuitively command single ships or vast fleets upon seascapes rich with extraordinary water and weather effects that play a huge role in your eventual glorious success or ignominious defeat. After pummelling your enemy with cannon fire, close in to grapple their ship and prepare to board, taking control of your men as they fight hand-to-hand on the decks of these wooden behemoths.In addition, Empire: Total War will see further enhancements to the Total War series’ signature 3D battles and turn-based campaign map. Real-time battles will pose new challenges with the addition of cannon and musket, challenging players to master new formations and tactics as a result of the increasing role of gunpowder within warfare. And the Campaign Map for many, the heart of Total War introduces a variety of new and upgraded elements, including new systems for Trade, Diplomacy and Espionage with agents; a refined and streamlined UI; improved Advisors; and a vastly extended scope, taking in the riches of India, the turbulence of Europe and, for the first time, the untapped potential of the United States of America."
442;Napoleon: Total War;Real Time Strategy (RTS);The Creative Assembly;PC;2010-02-23;https://images.igdb.com/igdb/image/upload/t_cover_big/co21dg.jpg;Napoleon: Total War is the new chapter in the critically acclaimed Total War series and opens up a new narrative layer to the genre-defining franchise. From the early Italian campaign to the battle of Waterloo, Napoleon covers two decades of relentless battles, a backdrop of a world in flames against which the story of an extraordinary military career unfolds.Whether you play as the legendary general or against him, the outcome of war can never be guaranteed. The course of history relies on your ability to lead your troops through the most intense battles as never seen before in a Total War game.
443;Shogun: Total War - Mongol Invasion;Real Time Strategy (RTS);The Creative Assembly;PC;2001-08-8;https://images.igdb.com/igdb/image/upload/t_cover_big/cbk31xj7eeb8rxtnnpet.jpg;Set in the Mongol invasion of Japan, this expansion pack features additional content, missions and the new playable faction of the Mongols. Historically the Kublai Khan, leader of the Mongols met catastrophic weather on the journey to Japan and so the invasion plan was abandoned before it ever truly began. In this expansion however, the Creative Assembly have re-written this detail in the name of strategy-based gaming. In the Mongol Invasion the invaders successfully land on the shores of Chikuzen. As either the Mongols or the ruling Hojo clan of Japan it is up to you to take Japan in the name of the Khan or repel the invading force and secure your homeland’s freedom.
444;Medieval: Total War - Viking Invasion;Real Time Strategy (RTS);The Creative Assembly;PC;2003-01-7;https://images.igdb.com/igdb/image/upload/t_cover_big/co2io5.jpg;Medieval: Total War - Viking Invasion is an expansion to Medieval: Total War focused on the Dark Ages invasions of the British Isles by the Scandinavian hordes. The expansion is built around new factions, a new campaign map, and new game mechanics peculiar to the eponymous Nordic incursions.
445;Rome: Total War - Barbarian Invasion;Simulator;The Creative Assembly;PC;2005-09-25;https://images.igdb.com/igdb/image/upload/t_cover_big/hnhnuelggipyxtpbcb17.jpg;The first expansion pack for Rome: Total War, Barbarian Invasion takes the action forward in time 349 years after the end of the original game. Beginning in 363 AD and ending in 476 AD (although the player can choose to continue beyond this point if they see fit), it depicts the great migrations of the Germanic and steppe peoples (notably the Huns) and simulates the religious tension of the time as the three religions of Christianity, Zoroastrianism and Paganism fight for dominance.
446;Rome: Total War - Alexander;Simulator;The Creative Assembly;PC;2006-06-19;https://images.igdb.com/igdb/image/upload/t_cover_big/oran51l6ug1ve7zkmcwy.jpg;The second expansion for Rome: Total War, Alexander is set much earlier time period than the original game, beginning in 336 BC. The expansion plays much the same as the original game but with a new map, fewer factions and different units. The player takes on the role of Alexander the Great during his thirteen-year reign, beginning with his ascension to the Macedonian throne. The game allows Alexander to live longer than the 33 years of his actual life and the campaign’s completion depends on the player conquering 30 provinces within the 100-turn limit.
447;Medieval II: Total War - Kingdoms;Strategy;The Creative Assembly;PC;2007-08-28;https://images.igdb.com/igdb/image/upload/t_cover_big/d4e6jowub5v3qwbf693b.jpg;Medieval II: Total War Kingdoms is the official expansion to last year's award-winning Medieval II: Total War, presenting players with all-new territories to explore, troops to command, and enemies to conquer. Kingdoms is the most content-rich expansion ever produced for a Total War game, with four new entire campaigns centered on expanded maps of the British Isles, Teutonic Northern Europe, the Middle East, and the Americas. In Medieval II, you were only given a tantalizing glimpse of South America, but in Kingdoms, vast tracts of land in both North and South America have been opened up for you to conquer. All-new factions from the New World are also now fully playable, including the Aztecs, Apaches, and Mayans. Along with the new maps in the Britannia, Teutonic, Crusades, and New World Campaigns, there are 13 new factions to play, over 110 units to control, and 50 building types, adding up to 80 hours of new gameplay. Kingdoms also offers new multiplayer maps and hotseat multiplayer, a first for the Total War series, allowing you to play one-versus-one campaign games on the same computer.
448;Operation Flashpoint: Resistance;Shooter;Bohemia Interactive Studio;PC;2002-06-28;https://images.igdb.com/igdb/image/upload/t_cover_big/co2g1w.jpg;Operation Flashpoint: Resistance is an expansion to the original game that adds a new campaign, new 100km sq. island, and an enhanced graphics engine that allows higher resolution textures in game.
449;Operation Flashpoint: Red Hammer;Shooter;Codemasters;PC;2002-02-1;https://images.igdb.com/igdb/image/upload/t_cover_big/co1o0q.jpg;The crisis rages on. Join the revolution and now fight on the side of the Soviet force in this story of comrades and communism. Shoulder the rifle of Dmitri Lukin ex-Spetsnaz agent, now busted to grunt with a bad attitude, in this 20-mission Soviet campaign.
450;Operation Flashpoint: Red River;Shooter;Codemasters Southam;PC;2011-04-21;https://images.igdb.com/igdb/image/upload/t_cover_big/co1o0u.jpg;Stand together with the US Marines in Operation Flashpoint: Red River, the ultimate tactical infantry shooter.You’ll play as one of four distinct and complimentary classes in a Marine Fireteam – Grenadier, Scout, Rifleman and Automatic Rifleman - as you embark on an epic campaign. Take on huge sandbox battlefields in the new setting of Tajikistan, a geopolitical hotspot bordered by Afghanistan and China. Face the unpredictable threat of all-new insurgent enemies and the might of the world’s largest Army, the Chinese PLA. Use authentic tactics on your own initiative in solo or in four player drop-in, drop-out co-op campaign.For extended replayability, Operation Flashpoint: Red River also includes new class choice, load-out personalisation plus standalone co-op Fireteam Engagements. With a huge range of authentic weapons and the chance to call in devastating airstrikes, Operation Flashpoint: Red River will put you in the boots of a Marine like never before.
451;Operation Flashpoint: Dragon Rising;Shooter;Codemasters Southam;PC;2009-10-6;https://images.igdb.com/igdb/image/upload/t_cover_big/co4agw.jpg;Operation Flashpoint: Dragon Rising is a game about a fictitious conflict on one of the Sakhalin islands, a conflict that is in danger of erupting onto a global scale. The player takes the role of a US soldier, part of the allied force fighting against outnumbering Chinese forces vying for control of the island.The game centers on a campaign narrative that gives the player a variety of roles in the allied forces ranging from a Marine Infantry, tank commander, Special Forces and helicopter captain. The game has an incredible realistic depiction of war with careful attention to the detail of the weapons, equipment and tactics of the armed forces. The action is varied from intense fire fights through to slower pace tactical decision making on how to best tackle the mission objectives.
452;Blackthorne;Platform;Blizzard Entertainment;PC;1994-09-23;https://images.igdb.com/igdb/image/upload/t_cover_big/co3cuc.jpg;In Blackthorne, players take on the role of Kyle Blackthorne, a lethal commando equipped with brute strength, animal cunning, and a mysterious past that he has just begun to remember. Thrown onto the futuristic planet of Tuul, Blackthorne must contend with a world overrun by mutant monsters and goblin hordes in a valiant attempt to liberate the Androthi people.
453;The Death and Return of Superman;Hack and slash/Beat 'em up;Blizzard Entertainment;Super Nintendo Entertainment System;1994-01-1;https://images.igdb.com/igdb/image/upload/t_cover_big/co25nt.jpg;Brace yourself for a hard-hitting fight to the finish that lets you relive the classic DC comic book series! As Superman, fight for your life against mighty Doomsday, the vile distributor of death and destruction! Then, control the destiny of the four Supermen - each claiming to be the one, true Superman! Explode through 10 levels of super-powered battles and fly at furious speeds - until only the real Superman is left standing!
454;The Lost Vikings;Platform;T&E Soft;Super Nintendo Entertainment System;1993-04-29;https://images.igdb.com/igdb/image/upload/t_cover_big/co65yo.jpg;"The Lost Vikings is a puzzle-platform video game developed by Silicon & Synapse (now Blizzard Entertainment) and published by Interplay.The game features infinite opportunities of retries in case the player loses one of the Vikings.In 2015, The Lost Vikings were added as a playable hero in Heroes of the Storm, allowing players to control the three Vikings as individual units, making a unique departure from the typical heroes available.Character abilities:All three Vikings (Erik, Baleog and Olaf) have three health points which they can lose by getting hurt by enemies or by falling from great heights, and the ability to carry and use items, mainly keys, bombs, and food (which restore health points). Each of the Vikings has a unique set of abilities:Erik can run faster than the other two, can jump, and can bash through some walls (and enemies) with his helmet.Baleog can kill enemies with his sword, or from a distance with his bow (and a ""life-time supply of arrows""). The bow can also be used to hit switches from a distance.Olaf can block enemies and their projectiles with his shield, and use his shield as a hang glider. Olaf's shield can also be used as a stepping stone for Erik to enable him to reach higher ground, which would not be possible without the shield."
455;Justice League Task Force;Fighting;Acclaim Entertainment;Super Nintendo Entertainment System;1995-06-1;https://images.igdb.com/igdb/image/upload/t_cover_big/co2wc7.jpg;Batman vs. Superman! Wonder Woman vs. The Flash! Aquaman vs. Green Arrow! Are you reading this right? For the first time ever, the DC super heroes battle head-to-head! Become your favorite Justice League super hero or choose evil villains Darkseid, Cheetah, or Despero! Pit your hero's special powers and awesome signature moves against any character you choose... even Superman vs. Superman! Battle from the ends of the earth to Metropolis, Gotham City, Apokolips and more! Incredible, pulse-pounding one-on-one fighting action and super sound FX put this game in a league of its own!
456;StarCraft: Brood War;Real Time Strategy (RTS);Blizzard Entertainment;PC;1998-11-30;https://images.igdb.com/igdb/image/upload/t_cover_big/co25y0.jpg;In the distant future, the newly formed Terran Dominion faces the arrival of two hostile alien races: the savage Zerg and the enigmatic Protoss. Gather resources and expand your forces to lead them to victory. The only allies are enemies. The only choice is war.
457;StarCraft II: Heart of the Swarm;Real Time Strategy (RTS);Blizzard Entertainment;PC;2013-03-12;https://images.igdb.com/igdb/image/upload/t_cover_big/co52n5.jpg;You are Sarah Kerrigan, former Queen of Blades. Once the most feared entity in the galaxy, you now wait in a cell in the depths of a high-security research laboratory. Before the murderous forces of the Terran Dominion close in, you must plot your escape to the dark reaches of space… and reclaim your living empire at the Heart of the Swarm.
458;StarCraft II: Legacy of the Void;Real Time Strategy (RTS);Blizzard Entertainment;PC;2015-11-10;https://images.igdb.com/igdb/image/upload/t_cover_big/co52n6.jpg;You are Hierarch Artanis, leader of the mighty protoss race. Years ago, your homeworld of Aiur fell to the merciless zerg Swarm. Now, at long last, you have raised a powerful fleet of warships known as the Golden Armada, and are poised to reclaim your world. But an ancient evil—Amon—threatens this destiny and the fate of the entire galaxy. Only you can reunite the protoss factions and defeat the coming darkness before it consumes all life in the sector.
459;Simon the Sorcerer;Point-and-click;Adventure Soft;PC;1993-01-2;https://images.igdb.com/igdb/image/upload/t_cover_big/co2jo0.jpg;Simon the Sorcerer is an adventure game that was released by Adventure Soft on 2 January 1993 for Amiga and DOS formats. The game's name comes from the account of Simon the Sorcerer in Acts 8. The game includes parodies of various popular books and fairy tales, including Rapunzel, The Lord of the Rings, The Chronicles of Narnia, Jack and the Beanstalk and the Three Billy Goats Gruff.
460;Simon the Sorcerer II: The Lion, the Wizard and the Wardrobe;Point-and-click;Adventure Soft;PC;1995-01-1;https://images.igdb.com/igdb/image/upload/t_cover_big/co2job.jpg;The Evil wizard Sordid is brought back to life when a magic-book of his is set ablaze and thrown into the middle of a chalkboard pentagram by the father of Runt, a young boy wanting to become a mighty sorcerer. Sordid promises him that he can become his apprentice if he helps him exact his vengeance on Simon.Several months later, Sordid's Fortress of Doom is reconstructed and Sordid has a new robotic body. He sends a magical wardrobe to fetch Simon but it accidentally ends up on the doorstep of Calypso, the wizard Simon had to save in the last game. Simon then starts to look for a fuel called mucusade which he needs to power the wardrobe in order to get home.
461;Simon the Sorcerer 3D;Point-and-click;Headfirst Productions;PC;2002-04-13;https://images.igdb.com/igdb/image/upload/t_cover_big/co5vfr.jpg;"Simon is back and this time in 3 dimensions!The adventure begins with Simon's soul being reunited with his body on the roof of an Aztec Temple. Slightly confused and disoriented, Simon escapes the temple with the help of his new fairy godmother.Once again explore with Simon a vast fantastical world and help him find a way back home by uncovering the secrets of 'The Nexus'. Do this before your arch nemesis, Sordid, can use its power for more evil means.Meet up with favorite characters once more such as The Swampling, Calypso and the Woodworm! Enjoy over 40 hours of gameplay filled with ribald jokes, sly humour and 'off the cuff' quips.This is full ""talkie"" version of the game. You can turn the subtitles on if you prefer subtitled version."
462;Simon the Sorcerer 4: Chaos Happens;Point-and-click;Silver Style Entertainment;PC;2007-02-23;https://images.igdb.com/igdb/image/upload/t_cover_big/co5vfo.jpg;"In ""Simon the Sorcerer 4: Chaos Happens"" players take control of the witty sorcerer during his new quest in the Magic World. In this point and click adventure the story unravels when Simon travels around and interacts with dozens of characters, solves puzzles and brings order to the chaos his double has caused."
464;Vietcong: Fist Alpha;Shooter;Pterodon;PC;2004-01-30;https://images.igdb.com/igdb/image/upload/t_cover_big/co1zs3.jpg;"For most G.I.s one tour of duty in Vietnam was more than enough, but not for the boys of Fist Alpha. A team of US Special Forces who are the best of the""Green Machine"" determined to stop Charlie in his tracks. Taking you back to the 'Nam, VIETCONG FIST ALPHA is the official Mission Disc for the very successful VIETCONG. Placing you in the highlands of Vietnam, VIETCONG FIST ALPHA brings 7 brand new single player missions as well as 8 new multi-player maps to expand thatjungle experience of Vietnam in 1967. With 6 new weapons as well as bayonets for weapons and machetes along with even more artillery raining shells down onboth US and NVA alike, VIETCONG FIST ALPHA also brings the ubiquitous B52 Bomber and F-105 Thunderchief and F4 Phantom fighters into play."
465;Warhammer 40,000: Dawn of War - Winter Assault;Real Time Strategy (RTS);Relic Entertainment;PC;2005-09-23;https://images.igdb.com/igdb/image/upload/t_cover_big/co1qu8.jpg;This expansion adds all-new units and strategies to the exciting gameplay offered by Dawn of War. The Imperial Guard brings new weaponry, including heavy armor, new troop units as well as defensive and ranged tactics overwhelming numbers. Coupled with new abilities, this fighting force is as lethal as they come.
466;Warhammer 40,000: Dawn of War II;Real Time Strategy (RTS);Relic Entertainment;PC;2009-02-19;https://images.igdb.com/igdb/image/upload/t_cover_big/co3lu2.jpg;With a focus on fast-action RTS gameplay, Dawn of War II brings to life the science fiction universe of Warhammer 40,000 like never before. Experience the intimate brutality of battle as you play through your chosen race's epic campaign.
467;Warhammer 40,000: Dawn of War - Dark Crusade;Real Time Strategy (RTS);Relic Entertainment;PC;2006-10-9;https://images.igdb.com/igdb/image/upload/t_cover_big/co3lem.jpg;Deep under the central desert of Kronus, a vast honeycomb of skull-lined tunnels and funeral chambers house the awakening Necron menace. Eons ago, these were the boulevards and squares of a great necropolis built to house the bones of the races who had fallen to the Necrons, and ultimately were where the Necrons themselves retire to spend eternity. Over millions of years, sand and rock had covered it all until ill-fated excavations awoke the deathless.Play any of seven races, striving for control over Kronus. Take other races' strongholds by winning challenging battles on various maps individually associated with the respective strongholds.New RacesTake command of two new playable races: Tau and Necron to unleash massive carnage across the frontlines of battle.Expanded multiplayerDominate opponents online across 12 new multiplayer maps - with up to 8 players battling it out for supremacy.Deep single player campaignConquer the planet of Kronus any way you choose - leading any one of seven races on an epic crusade through an all-new, non-linear single player campaign where you can experience unique storylines from each race's perspective.CustomizationCustomize your hero's weapons, items and abilities as he grows in power and influence. Personalize your army with a variety of insignias, squad colors, banners and names.
468;Warhammer 40,000: Dawn of War - Soulstorm;Real Time Strategy (RTS);Relic Entertainment;PC;2008-03-4;https://images.igdb.com/igdb/image/upload/t_cover_big/co1quo.jpg;The third and final expansion to the genre-defining and critically-acclaimed RTS, Dawn of War. In Soulstorm, two new armies are introduced - Sisters of Battle and Dark Eldar - raising the total number of playable armies to nine. The revolutionary meta-game that was first introduced in Dark Crusade is further expanded to an interplanetary scale, allowing players to battle across the star system.Customize your hero's weapons, items and abilities as he grows in power and personalize your army's insignias, colors, banners and names. Earn and unlock achievements and medals to showcase your superiority online.
469;Warhammer 40,000: Dawn of War II - Chaos Rising;Real Time Strategy (RTS);Relic Entertainment;PC;2010-03-11;https://images.igdb.com/igdb/image/upload/t_cover_big/co2kcb.jpg;In Dawn of War II: Chaos Rising you will take command of the Blood Ravens and defend the sector against the Chaos Space Marines of the Black Legion. Purge the Chaos filth and hold the chapter together as traitorous forces work from within to try bring down the Blood Ravens.
470;Warhammer 40,000: Dawn of War II - Retribution;Real Time Strategy (RTS);Relic Entertainment;PC;2011-03-1;https://images.igdb.com/igdb/image/upload/t_cover_big/co2kca.jpg;Command any of the six unique factions in the next standalone expansion of the critically acclaimed Dawn of War real-time strategy franchise. Choose to build a massive army or lead a small squad of elite heroes into battle and experience a single player campaign customized to your favorite race.
471;Crysis 2;Shooter;Crytek Frankfurt;PC;2011-03-22;https://images.igdb.com/igdb/image/upload/t_cover_big/co2on2.jpg;Sequel to one of the greatest PC shooters ever, Crysis 2 offers console players their first taste of Crytek's unique shooter gameplay. Featuring futuristic war, gorgeous destruction and the chance to kick alien butt on the grandest stage of all, New York City, Crysis 2 is destined at the least to equal its predecessor, if not surpass it. Additional features include: challenging AI enemies in the single player campaign, 12-player support online, new and improved upgradable Nanosuit 2 technology and more.
472;The Elder Scrolls V: Skyrim;Role-playing (RPG);Bethesda Game Studios;PC;2011-11-10;https://images.igdb.com/igdb/image/upload/t_cover_big/co1tnw.jpg;"Skyrim reimagines and revolutionizes the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose. Play any type of character you can imagine, and do whatever you want; the legendary freedom of choice, storytelling, and adventure of The Elder Scrolls is realized like never before."
473;Battlefield: Bad Company;Shooter;EA Digital Illusions CE;PlayStation 3;2008-06-23;https://images.igdb.com/igdb/image/upload/t_cover_big/co1xbe.jpg;Set in the near future, the Battlefield: Bad Company single-player campaign drops gamers behind enemy lines as part of a squad of four soldiers - risking it all to go AWOL on a personal quest. Featuring a dramatic storyline flavoured with attitude, Battlefield: Bad Company leads gamers far from the traditional frontlines on a wild ride with a group of renegade soldiers who decide that sometimes the gratitude of a nation just isn’t enough.Battlefield: Bad Company is the first game built from the ground up for next-generation consoles using DICE’s bleeding-edge Frostbite game engine, delivering unrivalled graphics, effects and gameplay. Join Bad Company now.
474;Metal Gear Solid 2: Substance;Shooter;Konami;PC;2002-11-4;https://images.igdb.com/igdb/image/upload/t_cover_big/co5eg1.jpg;Metal Gear Solid 2: Substance is a re-vamped and revised edition of the original Metal Gear Solid 2: Sons of Liberty, in which Solid Snake must recover the stolen Metal Gear Ray from a group of terrorists bent on using its power for unthinkable reasons. Along with the original espionage shooter comes a collection of 200 VR missions. Missions range from killing certain targets and using particular weapons, as well as seeing the world of Solid Snake from different perspectives and styles, with first-person target modes and a variety mode including crazy characters of different shapes and sizes. Also included are various alternative missions, ranging from the protagonist sneaking around and snapping photos of targets to bomb disposal, all out destruction, and more.
475;Star Wars: The Force Unleashed;Role-playing (RPG);LucasArts;Wii;2008-09-16;https://images.igdb.com/igdb/image/upload/t_cover_big/co25xx.jpg;"Star Wars: The Force Unleashed is a Star Wars video game that takes place between the films Star Wars: Episode III Revenge of the Sith and Star Wars: Episode IV A New Hope. It is the centerpiece of the Star Wars: The Force Unleashed multimedia project,Star Wars: The Force Unleashed completely re-imagines the scope and scale of the Force and casts players as Darth Vader’s ""Secret Apprentice,"" unveiling new revelations about the Star Wars galaxy seen through the eyes of a mysterious new character armed with unprecedented powers.The game showcases Digital Molecular Matter (DMM), an extremely detailed and realistic material physics engine developed by Pixelux, and Euphoria, a realistic bio-mechanical A.I. engine by NaturalMotion"
476;Star Wars: Battlefront - Elite Squadron;Shooter;n-Space;Nintendo DS;2009-11-3;https://images.igdb.com/igdb/image/upload/t_cover_big/co2nz9.jpg;Fight epic all-in-one battles spanning ground, space and capital ship connected battlefronts. Use classic Star Wars vehicles to travel from the ground, up into the air and then into space where you will continue the battle among, and even aboard, enormous Capital Ships.Immerse yourself in an engrossing original story campaign that spans the entire Star Wars saga and beyond, plus engage expanded gameplay features like deeper character customization, hundreds of unlockable achievements, new multiplayer stats, deadly new weapons, new heroes and villains, new Star Wars worlds and much more!
477;Commandos 3: Destination Berlin;Strategy;Pyro Studios;PC;2003-10-14;https://images.igdb.com/igdb/image/upload/t_cover_big/co1v0d.jpg;Third part of the legendary tactical strategic saga from Pyro Studios
478;The Witcher 2: Assassins of Kings;Role-playing (RPG);Atari;PC;2011-05-17;https://images.igdb.com/igdb/image/upload/t_cover_big/co1wy4.jpg;This third-person dark fantasy Western RPG and sequel to The Witcher (2007), featuring multiple endings and branching narrative paths, follows the travels of Geralt of Rivia, witcher, who, after being falsely accused of regicide, sets out to clear his name and find the real killer, in a time of political turmoil and the brink of war between the imperialistic Nilfgaardian Empire and the Four Kingdoms.
479;Metal Gear Solid 3: Subsistence;Shooter;Konami Computer Entertainment Japan;PlayStation 2;2005-12-22;https://images.igdb.com/igdb/image/upload/t_cover_big/co1vd6.jpg;Metal Gear Solid 3: Subsistence continues the Metal Gear Solid series tradition of follow-up enhanced, international version releases. Subsistence's online multiplayer component, titled Metal Gear Online, consists of five tournament-style game modes, each with a capacity of up to eight players. This mode pits players, each playing as a generic soldier against each other in deathmatch battles and variations of capture the flag, using stages, items, maneuvers, and units (such as the KGB, GRU or Ocelot Unit) from the main game.
480;Silent Hill;Puzzle;Konami;PlayStation;1999-02-23;https://images.igdb.com/igdb/image/upload/t_cover_big/co2vye.jpg;Silent Hill is the first installment in the Silent Hill series of psychological survival horror video games. Unlike earlier survival horror games that focused on protagonists with combat training, the main character Harry Mason is an average man. The gameplay consists of combat, exploration, and puzzle-solving. The controller vibration is used to indicate Harry's heartbeat and will vibrate on low health. The player must regularly enter an inventory screen to check Harry's health, use items, and equip different weapons.
481;Silent Hill 2;Puzzle;Team Silent;PlayStation 2;2001-09-24;https://images.igdb.com/igdb/image/upload/t_cover_big/co2vyg.jpg;The second entry in the Silent Hill franchise, Silent Hill 2 is a narrative-focused third-person psychological horror game with exploration and puzzle-solving elements which follows James Sunderland, a man who receives a letter, seemingly sent by his three-years-deceased wife Mary, in which he is beckoned to the fog-ridden town of Silent Hill at the same time as numerous other people troubled by their past.
482;Silent Hill 3;Puzzle;Konami;PC;2003-05-23;https://images.igdb.com/igdb/image/upload/t_cover_big/co3kol.jpg;Silent Hill 3 is the third installment in the Silent Hill survival horror series and a direct sequel to the first game, although this is kept secret from the player for plot twist purposes. Like the previous entries, Silent Hill 3 is a survival horror combining action-based combat and puzzle-solving, but is somewhat more combat-oriented than the preceding installments. The main character is able to side-step and block some attacks, but in general shares with the other protagonists of the series their relative ineptitude in combat.
483;Silent Hill 4: The Room;Adventure;Konami;PC;2004-06-17;https://images.igdb.com/igdb/image/upload/t_cover_big/co2vyk.jpg;Silent Hill 4: The Room is the fourth installment in the Silent Hill survival horror series. The game is similar to the past entries in terms of atmosphere, never letting the player know what's behind the next corner or down the street. Aside from the traditional third-person-view, there is now a first-person mode which is used to control the main character when he is in his apartment. Objects that can be interacted with are highlighted by eyeball icons. The previous games in the series have mostly been about exploring the town and solving puzzles, but this installment has much more combat involved. There are more enemies in a given area, spread in cramped spaces. The main character mostly uses a standard Silent Hill arsenal of weapons, such as the steel pipe, pistol and a golf club.
484;Silent Hill: Origins;Adventure;Climax Studios;PlayStation 2;2007-11-6;https://images.igdb.com/igdb/image/upload/t_cover_big/co2vyq.jpg;Silent Hill: Origins is the fifth installment in the Silent Hill survival horror series, and a prequel to the original game. As in the previous entries, the player move back and forth between nightmare and real versions of the town, gathering items used to solve puzzles and open up new areas. Monsters of various types provide obstacles and, in series tradition, are mostly disturbingly twisted versions of humanity. The main character can fight with his bare fists or use melee weapons. Unlike previous games in the series, melee weapons break after a time. There are also one-shot items that can be thrown and several guns. There is no HUD, but the edge of the screen turns red when the protagonist is near death.
485;Silent Hill: Homecoming;Fighting;Double Helix Games;PC;2008-09-30;https://images.igdb.com/igdb/image/upload/t_cover_big/co2vyn.jpg;Silent Hill: Homecoming is the sixth installment in the Silent Hill survival horror series. The gameplay is the same as it's previous entries, where the player searches for objects and uses weapons to defend against grotesque monsters while solving puzzles to advance further into the game. In terms of combat, the player is able to perform light and heavy attacks or mix them to perform combinations. For the first time in the series, the player may select responses when engaging in dialogue with other characters encountered in the game, which in turn may affect how the player sees the plot unfold.
